Land;Bundesland;Stadt;Adresse;Wärmebedarf;UTM_X;UTM_Y
;;;;;14.8252174;50.8909292
;;;;;14.874728999999999;50.952551799999995
;;;;;14.875141571428571;50.95285842857142
;;;;;14.822715800000001;50.8916026
;;;;;14.822506;50.8915712
;;;;;14.822294600000001;50.891538999999995
;;;;;14.8220992;50.891509400000004
;;;;;14.8213378;50.88990100000001
;;;;;14.821577000000001;50.8899296
;;;;;14.8210972;50.889872600000004
;;;;;14.8208576;50.889844
;;;;;14.821812599999998;50.88995739999999
;;;;;14.822711000000002;50.8913142
;;;;;14.822747799999998;50.89118979999999
;;;;;14.822865400000001;50.8907904
;;;;;14.822826999999998;50.890921199999994
;;;;;14.822904600000001;50.8906574
;;;;;14.822940399999998;50.890535400000005
;;;;;14.8227874;50.891055
;;;;;14.8230086;50.8901632
;;;;;14.8227688;50.890135
;;;;;14.822289399999999;50.8900776
;;;;;14.822528400000001;50.8901064
;;;;;14.823243999999999;50.8901912
;;;;;14.824235400000001;50.89037400000001
;;;;;14.823755;50.8903196
;;;;;14.8239946;50.8903466
;;;;;14.8248874;50.890705999999994
;;;;;14.824720600000001;50.8905932
;;;;;14.825053800000001;50.89081839999999
;;;;;14.8245544;50.890480999999994
